Article Count,Article ID,Publication Date,Title,Keywords,Abstract
375,36761498,2023-02-11,Knowns and unknowns about congenital hypothyroidism: 2022 update.,"congenital hypothyroidism"", ""iodine"", ""levothyroxine"", ""molecular genetics"", ""the dual oxidase 2 (DUOX2)","Several excellent guidelines and expert opinions on congenital hypothyroidism (CH) are currently available. Nonetheless, these guidelines do not address several issues related to CH in detail. In this review, the authors chose the following seven clinical issues that they felt were especially deserving of closer scrutiny in the hope that drawing attention to them through discussion would help pediatric endocrinologists and promote further interest in the treatment of CH. 1. How high should the levothyroxine (L-T4) dose be for initial treatment of severe and permanent CH? 2. What is the optimal method for monitoring treatment of severe CH? 3. At what level does maternal iodine intake during pregnancy affect fetal and neonatal thyroid function? 4. Does serum thyroglobulin differ between patients with a dual oxidase 2 ("
376,36761496,2023-02-11,A case of syndromic congenital hypothyroidism with a 15.2 Mb interstitial deletion on 2q12.3q14.2 involving ,"PAX8"", ""chromosome deletion"", ""congenital hypothyroidism"", ""genetics",Paired box 8 (
377,36761493,2023-02-11,Guidelines for Newborn Screening of Congenital Hypothyroidism (2021 Revision).,"congenital hypothyroidism"", ""guideline"", ""newborn screening","Purpose of developing the guidelines: Newborn screening (NBS) for congenital hypothyroidism (CH) was started in 1979 in Japan, and early diagnosis and treatment improved the intelligence prognosis of CH patients. The incidence of CH was once about one in 5,000-8,000 births, but has been increased with diagnosis of subclinical CH. The disease requires continuous treatment and specialized medical facilities should conduct differential diagnosis and treatment in patients who are positive by NBS to avoid unnecessary treatment. The Guidelines for Mass Screening of Congenital Hypothyroidism (1998 version) were developed by the Mass Screening Committee of the Japanese Society for Pediatric Endocrinology in 1998. Subsequently, the guidelines were revised in 2014. Here, we have added minor revisions to the 2014 version to include the most recent findings. Target disease/conditions: Primary congenital hypothyroidism"
378,36761397,2023-02-11,Subclinical Hypothyroidism is Associated with Cognitive Impairment in Patients with Cerebral Small Vessel Disease.,"cerebral small vessel disease"", ""cognitive function"", ""subclinical hypothyroidism","To investigate the association between subclinical hypothyroidism (SCH) and cognitive function in patients with cerebral small vessel disease (CSVD).
We evaluated 528 patients with CSVD in this retrospective study. SCH was defined as elevated levels of thyroid stimulating hormone with normal concentrations of free thyroxine. Magnetic resonance imaging was performed to assess the total CSVD burden score and the Montreal Cognitive Assessment was used to measure the cognitive function. Participants were grouped based on cognitive function or total CSVD burden score. Multivariate logistic regression and mediation analysis models were used to estimate the association of SCH with cognitive function and CSVD burden.
SCH was an independent risk factor for cognitive impairment in patients with CSVD after adjustment for potential confounding factors (OR: 1.939; 95% CI: 1.170 to 3.213; 
SCH was associated with an increased risk of cognitive impairment in patients with CSVD. The mediating role of severe CSVD burden suggests that SCH may lead to cognitive impairment through the presence of severe CSVD burden. These findings may suggest strategies for screening for SCH in the context of cognitive impairment in patients with severe CSVD."
379,36754148,2023-02-09,Recurrent hypokalemic paralysis in hypothyroidism.,"Autoimmune"", ""Hypokalaemia"", ""Hypokalemic periodic paralysis"", ""Hypothyroidism"", ""Quadriparesis","Hypothyroidism, a commonly encountered thyroid disorder, usually manifests with readily recognizable typical features. However, an unusual presentation of a classic thyroid disorder may hinder accurate diagnosis in certain instances. One such rare initial presentation of hypothyroidism is recurrent hypokalemic paralysis, and existing reports in the literature are sparse. It has been more commonly reported in thyrotoxicosis. We report the case details and clinical outcomes of two middle-aged individuals (a 34-year-old male and a 37-year-old female) with recurrent episodes of hypokalemic paralysis. Their clinical examination revealed pure motor hyporeflexia quadriparesis with hypotonia and diminished deep tendon reflexes without any autonomic dysfunction. They had no significant previous medical history. Biochemical findings revealed hypokalemia in both cases (1.4 and 1.9 mEq/L, respectively) with elevated levels of thyroid‑stimulating hormone and thyroid‑related antibodies in both individuals, thus, confirming the diagnosis of autoimmune hypothyroidism. Immediate treatment with intravenous and oral potassium correction helped in the recovery. Thyroxine supplementation was considered a follow-up treatment, and for a one-year follow-up period there were no complaints of limb weakness reported in both individual."
380,36751574,2023-02-09,5-Oxoprolinemia in a Patient With Severe Hypothyroidism and Chronic Acetaminophen Use.,"5-oxoprolinemia"", ""acetaminophen"", ""anion gap"", ""gamma glutamyl cycle"", ""hypothyroidism","5-oxoprolinemia is caused by a defect in the gamma-glutamyl pathway which can present with severe anion gap metabolic acidosis not caused by ketoacidosis, lactic acidosis, methanol/ethylene glycol ingestion, renal failure, ethanol, iron/isoniazid or salicylate ingestion. This case will describe a 59-year-old female presenting with elevated anion gap metabolic acidosis with no discernible classical cause, chronic acetaminophen use, malnourishment, and severe hypothyroidism with 5-oxoprolinemia after extensive investigation of other causes. Treatment involved correcting the acidosis with bicarbonate, IV fluid administration, oral levothyroxine and avoiding further acetaminophen use. The patient's acidosis resolved soon after and she was counseled on the avoidance of acetaminophen in the future. This case highlights the importance of pharmacologic vigilance with everyday over-the-counter medicines such as acetaminophen and metabolic states such as hypothyroidism which can lead to tumultuous cases of metabolic acidosis. This is the first case in which we know that 5-oxoprolinemia has presented with concomitant severe hypothyroidism. Due to this patient's course, it may have been the preceding factor for the development of her oxoprolinemia alongside her acetaminophen consumption."
381,36749549,2023-02-08,Interaction Between Dietary Selenium and Zinc Intakes on Hypothyroidism.,"Hypothyroidism"", ""Interaction"", ""NHANES"", ""Selenium"", ""Zinc","This study assessed the independent association of dietary selenium and zinc intakes with the risk of hypothyroidism and interaction effect between dietary selenium and zinc intakes with the risk of hypothyroidism in Americans. The data of this cross-sectional study was from the National Health and Nutritional Examination Survey (NHANES) 2007-2012. The outcome was defined as new-onset hypothyroidism. Weighted univariate and multivariate logistic regression and the subgroup analyses based on gender and body mass index (BMI) were conducted to evaluate the association between the dietary selenium and zinc intakes and new-onset hypothyroidism. Odds ratio (OR) and 95% confidence interval (CI) were calculated. A total of 6402 participants were included with 131 (2.05%) developed a hypothyroidism in this study. Compared with participants with high zinc intake, those with low zinc intake had a higher risk of new-onset hypothyroidism (OR = 1.74, 95% CI: 1.05-2.90). Moreover, we also found a significant interaction between dietary selenium level intake and dietary zinc level intake on new-onset hypothyroidism risk (OR = 5.99, 95% CI: 1.77-20.23). There was an interaction between dietary selenium and zinc intakes on the risk of new-onset hypothyroidism, especially the significant effect for adults with women or overweight. The findings indicated that improving the levels of dietary zinc and selenium intake may be beneficial in preventing of new-onset hypothyroidism."
382,36745650,2023-02-07,The effect of synbiotic supplementation on hypothyroidism: A randomized double-blind placebo controlled clinical trial.,N/A,"We hypothesize that synbiotic supplementation could modulate the intestinal microbiota and subsequently, improve the condition of hypothyroid patients.
Fifty-six adult hypothyroid patients were recruited to this double-blind, placebo-controlled, randomized clinical trial. The intervention was 10 weeks of synbiotic (500 mg of 109 CFU/g probiotics plus fructo-oligosaccharide, n = 28) compared to placebo (lactose, magnesium stearate, talc, and silicon dioxide, n = 28). Randomization and allocation to trial groups were carried out using random number sequences drawn from https://sealedenvelope.com/. Primary outcomes were serum thyroid stimulating hormone (TSH) and free thyroxine (FT4), and secondary outcomes were depression, quality of life, and blood pressure (BP). P-values< 0.05 were considered statistically significant.
Analysis on 51 patients who completed the trial showed that TSH and depression (p> 0.05) did not change significantly, while serum FT4 significantly increased in both groups (p = 0.03 and p = 0.02 in symbiotic and placebo respectively). A significant decrease in systolic BP occurred only in the synbiotic group (p = 0.05). Significant improvements occurred regarding different domains and areas of quality of life in the crude and adjusted analysis, including perceived mental health (p = 0.02), bodily pain (p = 0.02), general health perception (p = 0.002), and wellbeing (p = 0.002), which were significantly higher in the synbiotic group.
Ten-week supplementation with synbiotic had no favorable effect on depression and TSH, but it improved blood pressure and quality of life in patients with hypothyroidism. More trials are needed to support or reject these findings.
IRCT20210926052583N1, Iranian Registry of Clinical Trials (IRCT), registered October 1st, 2021."
383,36740391,2023-02-06,[Genetic mutation profiles for children with congenital hypothyroidism in Fujian province].,N/A,
384,36740386,2023-02-06,[The problems and prospects of diagnosis and treatment of hypothyroidism in special populations].,N/A,"The prevalence of thyroid diseases in China continues to increase, especially for hypothyroidism. This article focuses on the existing problems in the diagnosis and treatment of hypothyroidism in special groups, including obese patients, the elderly, children and pregnant women. The pathogenesis and intervention measures of obesity-induced hypothyroidism have been the hot research frontiers. The prevalence of subclinical hypothyroidism in the elderly is the highest, while its diagnostic criteria and treatment strategies are still controversial. The hazard and treatment of subclinical hypothyroidism and hypothyroxinemia during pregnancy have now become an international concern. And there also exist some problems in the screening, diagnosis and treatment of congenital hypothyroidism in children. So it is urgent to carry out high-quality clinical research to provide theoretical basis for clinical diagnosis and treatment, and carry out in-depth research on related mechanisms to establish a foundation for the construction of a scientific prevention and treatment system for hypothyroidism.
我国甲状腺疾病患病率逐年升高，甲状腺功能减退症（甲减）尤为突出。本文就特殊人群甲减诊治的临床问题进行论述，包括肥胖、老年、儿童及孕妇在内的特殊人群。肥胖导致甲减的发病机制和干预措施是研究的前沿热点；老年人亚临床甲减患病率最高，而诊断标准和治疗策略还存在争议；妊娠期亚临床甲减和低甲状腺素血症的危害和治疗是目前国际上的焦点问题；儿童的先天性甲减的筛查和诊治也存在不容忽视的问题，还需要开展高质量临床研究为临床诊治提供依据，深入开展相关机制研究为构建甲减的科学防治体系建立基础。."
385,36738707,2023-02-05,ILSHIP: An interpretable and predictive model for hypothyroidism.,"Disease prediction"", ""Feature selection"", ""Hypothyroidism"", ""Imbalance processing"", ""Interpretability"", ""Machine learning","Hypothyroidism is one of the common endocrine diseases, and its incidence is increasing year by year. Due to the insidious nature of this disease, it often leads to delayed treatment and even misdiagnosis. This paper proposes ILSHIP, an interpretable predictive model for hypothyroidism, to reduce its diagnostic complexity as well as improve the predictive performance and interpretability of existing models. First, the ILSHIP prediction model was built based on label encoding, missing value processing, feature selection, and data enhancement of the dataset. Second, the comprehensive performance of ILSHIP was compared with twelve existing related study models and eleven mainstream models, such as XGBoost and MLP. The experimental results showed that, based on the optimal hyperparameters the ILSHIP model can achieve 99.392%, 99.437%, 99.348%, 99.381%, and 99.960% in accuracy, recall, specificity, F1, and AUC, respectively. The accuracy of the ILSHIP model was about 0.7%-15.4% higher than the existing models. By introducing the SHAP framework into the ILSHIP model, important features affecting hypothyroidism such as thyroid stimulating hormone (TSH) and free thyroxine index (FTI) were also identified, and the influencing factors for different individuals were finally analyzed to provide a basis for medical personnel to monitor the condition."
386,36732758,2023-02-04,Changes in biomarkers of redox status in serum and saliva of dogs with hypothyroidism.,"Antioxidants"", ""Biomarkers"", ""Dogs"", ""Hypothyroidism"", ""Oxidants"", ""Oxidative stress","Hypothyroidism is the most common endocrine disorder diagnosed in dogs, leading to deleterious effects on a dog's life quality. This study aims to evaluate changes in the redox status in canine hypothyroidism. For this purpose, a comprehensive panel of antioxidants and oxidants biomarkers were measured in serum and saliva of 23 dogs with hypothyroidism, 21 dogs with non-thyroidal illness, and 16 healthy dogs. Among the antioxidants, cupric reducing antioxidant capacity (CUPRAC), ferric reducing ability of plasma (FRAP), Trolox equivalent antioxidant capacity (TEAC), thiol, paraoxonase type 1 (PON-1) and glutathione peroxidase (GPx) were determined in serum and CUPRAC, ferric reducing ability of saliva (FRAS) and TEAC in saliva. The oxidant biomarkers included were total oxidant status (TOS), peroxide-activity (POX-Act), reactive oxygen-derived compounds (d-ROMs), advanced oxidation protein products (AOPP), and thiobarbituric acid reactive substances (TBARS) in serum and AOPP and TBARS in saliva.
Results showed a significantly higher TEAC, PON-1, GPx, TOS, POX-Act, and d-ROMs, and a significantly lower AOPP in serum of dogs with hypothyroidism. Meanwhile, significantly lower FRAS and AOPP were observed in saliva of dogs with hypothyroidism. Once salivary concentrations were corrected based on their total protein concentrations, the only analyte showing significant changes was TBARS which was significantly higher in dogs with hypothyroidism.
Our results show that dogs with hypothyroidism present alterations in the redox status in both serum and saliva. This study should be considered a preliminary study and further research addressing these changes should be made using larger populations."
387,36726832,2023-02-03,Radioactive Iodine-induced hypothyroidism interferes with the maturation of reproductive organs during puberty in immature female rats.,"Hypothyroidism"", ""Ovary"", ""Puberty"", ""RAI"", ""Uterus","Animal and human studies suggest that thyroid hormone may have critical roles in the development of the ovary. For example, thyroid deficiency disrupts the ovarian microarchitecture and menstrual cycle in neonate and adult women, respectively. Therefore, it is conceivable that thyroid deficiency might disrupt sexual maturation during the peri-pubertal period. To investigate the impact of radioactive iodine-induced thyroid deficiency on reproductive organs throughout puberty, immature female rats were given water containing radioactive iodine (0.37 MBq/g body weight) twice, on postnatal days 22 and 29. Radioactive iodine-induced hypothyroidism was revealed by low free thyroxin levels. Thyroid deficiency delayed the onset of vaginal opening, reduced ovarian weight and the number of medium-sized follicles and led to elongated uteri. However, there was no effect on the estrous cycle or absolute uterus weight. We conclude that radioactive iodine-induced thyroid deficiency delays sexual maturation and alters normal ovarian growth in peri-pubertal rats."
388,36723321,2023-02-02,"PROGNOSTIC ROLE OF VASCULAR ENDOTHELIAL GROWTH FACTOR IN THE CARDIOVASCULAR COMPLICATIONS DEVELOPMENT IN PATIENTS WITH POLYMORBID PATHOLOGY: THE COMBINED COURSE OF HYPERTENSION, TYPE 2 DIABETES MELLITUS AND SUBCLINICAL HYPOTHYROIDISM.","  cardiovascular complications "", ""  vascular endothelial "", "" growth factor  "", "" hypertension  "", "" subclinical hypothyroidism  "", "" type 2 diabetes mellitus  ","The aim: To determine the prognostic value of vascular endothelial growth factor (VEGF) levels for the development of cardiovascular complications in patients with a combined course of hypertension, type 2 diabetes mellitus and subclinical hypothyroidism.
Materials and methods: 93 patients (mean age 61,71±0,87 years) with the combined course of hypertension, type 2 diabetes mellitus and subclinical hypothyroidism were examined. Parameters of lipid, carbohydrate metabolism, plasma insulin, VEGF (by ELISA), blood pressure levels were measured. Observation period was12 months.
Results: VEGF levels in the patients group were significantly higher than in the controls (482,77±21,34 pg/ ml vs. 121,84±11,66 pg/ ml, p <0,001). The results of the ROC analysis made it possible to propose the level of VEGF ≥ 512.31 pg/ml as an identifier for the cardiovascular complications development in patients with studied comorbidity. VEGF levels in patients who developed cardiovascular complications during observation period were significantly higher the VEGF threshold levels (650,76 ± 52,04 pg / ml vs. 512,31 pg/ml, respectively, p = 0,038) and VEGF levels in patients without cardiovascular complications were significantly lower the threshold values (420,47± 21,67 pg/ml vs. 512,31 pg/ml, respectively, p = 0,047).
Conclusions: Determination of the vascular endothelial growth factor plasma level allows to evaluate the long-term prognosis in comorbid course of hypertension, type 2 diabetes mellitus and subclinical hypothyroidism."
389,36721961,2023-02-02,"The effect of thyroid hormone therapy on muscle function, strength and mass in older adults with subclinical hypothyroidism-an ancillary study within two randomized placebo controlled trials.","levothyroxine"", ""muscle"", ""older people"", ""sarcopenia"", ""subclinical hypothyroidism","loss of skeletal muscle function, strength and mass is common in older adults, with important socioeconomic impacts. Subclinical hypothyroidism is common with increasing age and has been associated with reduced muscle strength. Yet, no randomized placebo-controlled trial (RCT) has investigated whether treatment of subclinical hypothyroidism affects muscle function and mass.
this is an ancillary study within two RCTs conducted among adults aged ≥65 years with persistent subclinical hypothyroidism (thyrotropin (TSH) 4.60-19.99 mIU/l, normal free thyroxine). Participants received daily levothyroxine with TSH-guided dose adjustment or placebo and mock titration. Primary outcome was gait speed at final visit (median 18 months). Secondary outcomes were handgrip strength at 1-year follow-up and yearly change in muscle mass.
we included 267 participants from Switzerland and the Netherlands. Mean age was 77.5 years (range 65.1-97.1), 129 (48.3%) were women, and their mean baseline TSH was 6.36 mIU/l (standard deviation [SD] 1.9). At final visit, mean TSH was 3.8 mIU/l (SD 2.3) in the levothyroxine group and 5.1 mIU/l (SD 1.8, P < 0.05) in the placebo group. Compared to placebo, participants in the levothyroxine group had similar gait speed at final visit (adjusted between-group mean difference [MD] 0.01 m/s, 95% confidence interval [CI] -0.06 to 0.09), similar handgrip strength at one year (MD -1.22 kg, 95% CI -2.60 to 0.15) and similar yearly change in muscle mass (MD -0.15 m2, 95% CI -0.49 to 0.18).
in this ancillary analysis of two RCTs, treatment of subclinical hypothyroidism did not affect muscle function, strength and mass in individuals 65 years and older."
390,36721203,2023-02-02,Hypothyroidism in hibernating brown bears.,"Hibernation"", ""Hypothyroidism"", ""Metabolism"", ""Thyroid hormone"", ""Thyroxine"", ""Thyroxine-binding globulin (TBG)"", ""Triiodothyronine"", ""Ursus arctos","Brown bears hibernate throughout half of the year as a survival strategy to reduce energy consumption during prolonged periods with scarcity of food and water. Thyroid hormones are the major endocrine regulators of basal metabolic rate in humans. Therefore, we aimed to determine regulations in serum thyroid hormone levels in hibernation compared to the active state to investigate if these are involved in the adaptions for hibernation.We used electrochemiluminescence immunoassay to quantify total triiodothyronine (T"
391,36718304,2023-02-01,"Gestational Diabetes Mellitus (GDM), Hypothyroidism, and Gene Variants (Keap1 Rs11085735) in Patients with Preeclampsia.","Gestational diabetes mellitus"", ""Hypothyroidism"", ""Keap1 variants"", ""Oxidative stress"", ""Preeclampsia","Preeclampsia is a multifactorial hypertensive disorder of pregnancy with multisystem involvement. Recent studies have demonstrated that preeclampsia is associated with increased placental oxidative stress at the cellular level. The nuclear factor erythroid-2-like 2 (Nrf2) / Kelch-like ECH-associated protein 1 (Keap1) signaling is an antioxidant pathway that plays an important role in protecting cells against oxidative stress. Here, we aimed to determine the possible association between the Keap1 variants and genetic susceptibility to preeclampsia.
In a case-control study, 150 preeclampsia patients and 150 women with normal pregnancy from Northern Iran were selected to evaluate the genotypes of Keap1 (rs11085735) using the polymerase chain reaction (PCR)-restriction length polymorphism (RFLP) method.
A significant association between genotypes of Keap1 rs11085735 polymorphism with the renal function biomarkers and the risk of preeclampsia was not found. However, the aspartate aminotransferase (AST) level was higher in the presence of the Keap1 AA genotype compared to AC and CC genotypes. We found a significantly higher prevalence of gestational diabetes mellitus (GDM) in mild- and severe- preeclampsia and also hypothyroidism in severe preeclampsia compared to controls.
We found an association between preeclampsia with GDM and hypothyroidism. Our findings suggest that the Keap1rs11085735 polymorphism may not be a risk factor for susceptibility to preeclampsia in our studied population; however, this polymorphism could affect the activity of AST."
392,36714186,2023-01-31,Dermoscopic Findings of Alopecia in Patients with Hypothyroidism.,"Dermoscopy"", ""Hair Loss"", ""Hypothyroidism","Thyroid hormones are essential for the growth and maintenance of hair follicles. Numerous studies have evaluated the relationship between thyroid disorders and hair loss. However, no study has assessed the dermoscopic results in patients with hypothyroidism and hair loss.
This study aimed to investigate dermoscopic findings of alopecia in patients with hypothyroidism.
This analytic cross-sectional study was performed on patients with hair loss referred to dermatology clinics of Guilan University of Medical Sciences, Iran. Hypothyroid patients and an equal number of euthyroid individuals were compared. After recording the demographic and clinical characteristics, all patients were subjected to hair dermoscopy.
A total of 164 patients with and without hypothyroidism with hair loss were studied. The frequency of hair shaft abnormalities (P < 0.001) and vellus hair (P < 0.001) significantly differed between the two groups. Dermoscopic findings related to scale abnormalities (P = 0.002) and their perifollicular type (P < 0.001) significantly differed between the groups. Vascular changes (P < 0.001), perifollicular concentric type (P = 0.012), and interfollicular red loops type (P = 0.005) were significantly higher in patients with hypothyroidism. Also, based on the multiple logistic regression model, the chance of abnormalities of the hair shaft, scales, and vascular changes increased by 3.24, 2.73, and 3.53, respectively, in hypothyroidism compared to euthyroidism.
Regarding the promising results of this study, we could detect possible dermoscopic signs of inflammation in hypothyroid patients with hair loss. Further investigations are needed because there is a shortage of evidence on this novel diagnostic method."
393,36706297,2023-01-28,Prolonged Bleeding After Dental Extraction Due to Decreased Serum Level of Von Willebrand Factor Caused by Untreated Profound Hypothyroidism.,N/A,"Delayed diagnosis of hypothyroidism may result in atypical presentations. Here, we report a case with decreased serum level and activity of von Willebrand factor due to untreated profound hypothyroidism.
A 9-year-old girl, presented with prolonged gingival bleeding after dental extraction. Clinical findings of the case were consistent with hypothyroidism, and the laboratory workup results revealed decreased serum level and activity of von Willebrand factor associated with profound hypothyroidism. Restoration of euthyroidism normalized the coagulation parameters.
Delayed diagnosis of hypothyroidism may lead to atypical presentations such as bleeding diathesis. Profound hypothyroidism should be considered in the differential diagnosis of acquired von Willebrand disease to avoid undue treatment."
394,36705192,2023-01-28,Hypothyroidism among Female Medical Students in a Teaching Hospital: A Descriptive Cross-sectional Study.,N/A,"Hypothyroidism is a common clinical condition of thyroid hormone deficiency and is frequently seen in women. Studies regarding the prevalence of hypothyroidism among healthy young adult females are very less. This study aimed to find out the prevalence of hypothyroidism among female medical students in a teaching hospital.
A descriptive cross-sectional study was conducted among first to final-year female medical students in a teaching hospital from 15 August 2021 to 22 January 2022. Ethical approval was obtained from the Institutional Review Committee (Registration number: 296). A semi-structured questionnaire was filled out by the students followed by a clinical examination to recognize the high-risk group by Zulewski's scoring criteria. Blood samples were taken from those who were having a score of >5 points for the thyroid function test to confirm hypothyroidism. Convenience sampling method was used. Point estimate and 95% Confidence Interval were calculated.
Among 141 female medical students, the hypothyroidism was found in 3 (2.12%) (0-4.50, 95% Confidence Interval).
The prevalence of hypothyroidism among the female medical students in a teaching hospital was lesser when compared with other studies from similar settings.
hypothyroidism; medical student; prevalence; thyroid stimulating hormone; thyroxine."
395,36705174,2023-01-28,Lissencephaly with Congenital Hypothyroidism: A Case Report.,N/A,"Lissencephaly is a malformation of cortical development associated with deficient neuronal migration and abnormal formation of cerebral convolutions or gyri. The lissencephaly spectrum consists of agyria, pachygyria, and subcortical band heterotopia. At least 19 genes have been identified in the causation of lissencephaly and related syndrome. Lissencephaly is associated with many other congenital disorders but the association of lissencephaly with congenital hypothyroidism is rarely reported. We report a case of a 10-year-old girl having lissencephaly with congenital hypothyroidism. Early diagnosis of lissencephaly and genetic counselling can be made in suspected cases and further possible interventions can be taken. Also, regular follow-up, monitoring, and better conservative management lead to a better prognosis.
congenital abnormalities; hypothyroidism; lissencephaly; neuronal migration disorders."
396,36705139,2023-01-28,Hypothyroidism Induced Hyponatremia: A Case Report.,case reports; hyponatremia; hypothyroidism; myxedema coma.,"Thyroid hormones have various effects on the body which include electrolyte and water hemostasis. It is also involved in renal development and physiology. Hyponatremia is a serious electrolyte imbalance that can be associated with the involvement of different body systems and a wide range of deleterious changes. We report a case of a 62-years-old female with the symptoms of severe hyponatremia like altered mental sensorium with a serum sodium level of 110 meq/l. After ruling out other causes, a final diagnosis of hypothyroidism was made. On treating hypothyroidism the symptoms of hyponatremia were resolved. Therefore, thyroid stimulating hormone determination is mandatory during the evaluation of hyponatremia. And, those patients should be treated with fluid restriction and treatment of hypothyroidism."
397,36704769,2023-01-28,Prediction of climacteric syndrome development in perimenopausal women with hypothyroidism.,"climacteric syndrome"", ""hypothyroidism"", ""mathematical model"", ""perimenopause"", ""women","The study aim was to predict the risk of climacteric syndrome (CS) developing in perimenopausal women with hypothyroidism (HT) according to the developed algorithm and mathematical model for timely preventive measures.
146 perimenopausal women with autoimmune HT were enrolled in this study. Assessment of the severity of metabolic, neurovegetative and psychoemotional symptoms was graded according to the Blatt-Kupperman menopause index. All women were interviewed according to a specially designed questionnaire for predicting the development of severe CS. Multiple regression analysis was used to build a multifactorial mathematical model. Shapiro-Wilk and Kolmogorov-Smirnov criteria were used to assess the normality of the distribution of traits.
Regression analysis was used to determine the most significant multicollinear risk factors for CS developing: pathology of the thyroid gland, smoking, alcohol consumption, adverse environmental conditions, low physical activity, history of stress and anxiety. The predicted value of the risk factor for severe CS with a high degree of probability was determined in 72 (49.32%) women, medium probability in 58 (39.73%) women, and low probability in 16 (10.95%) women.
The developed algorithm and mathematical model are informative and allow one to prevent CS and its complications. The decay of women's health starts many years before menopause and prevention of its consequences is an important task for the clinicians."
398,36699170,2023-01-27,SEVERE REFRACTORY HYPOTHYROIDISM IN A 48-YEAR-OLD FEMALE: ROLE OF LOW-DOSE THYROXINE ABSORPTION TEST IN ESTABLISHING DIAGNOSIS OF NONCOMPLIANCE.,"Refractory hypothyroidism"", ""T4 absorption test"", ""hemodynamics","A 48-year-old female presented with severe chronic hypothyroidism despite progressively increasing doses of levothyroxine. Poor adherence was suspected based on previous laboratory investigations. A low dose thyroxine absorption test using 400 µg of levothyroxine taken orally was performed. FT4 increased by 4.7 pmol/L at 3 hours and 6.6 pmol/L at 5 hours, following ingestion, effectively ruling out malabsorption. Her cardiac hemodynamic profile, measured noninvasively, also improved following levothyroxine intake, further supporting our diagnosis. Poor adherence was successfully managed by implementing twice weekly visits by a registered nurse and an improvement in both thyroid function tests and cardiac parameters was seen at the one-month follow-up visit. We suggest using a lower dose thyroxine absorption test, owing to its efficacy in establishing diagnosis and a safer alternative compared to higher doses in particular in high-risk cardiac patients."
399,36694518,2023-01-26,Time to Hypothyroidism Following Hemithyroidectomy.,"body mass index: bmi"", ""euthyroid"", ""hemi-thyroidectomy"", ""hypothyroidism"", ""thyroid stimulating hormone tsh","Background The time to hypothyroidism post hemithyroidectomy is variable. There are multiple risk factors for developing hypothyroidism. The aim of this study was to identify the time of hypothyroidism and other predictors of hypothyroidism in euthyroid patients following hemithyroidectomy. Methods This was a retrospective study. Of 170 euthyroid patients who underwent hemithyroidectomy for benign disease between 2006 - 2014, age, gender, pre-operative thyroid function tests, body mass index (BMI), and other co-morbidities were examined to determine predictors of early (<3 months) or late (>3 months) hypothyroidism. A high normal preoperative thyroid stimulating hormone (HN-TSH) was defined as ≥2.01 uIU/ml, and a low normal TSH (LN-TSH) was defined as <2.01 uIU/ml. Results A total of 63 of the 170 patients (37%) became hypothyroid. At 3 months, 21.5% of patients were hypothyroid. At 6 months after operation, an additional 5% had become hypothyroid, and after 1 year, 8% more were hypothyroid. The only independent predictor of hypothyroidism was preoperative HN-TSH (≥2.01) (p<0.001) on multivariate analysis. Conclusion In addition to known predictors of hypothyroidism following hemithyroidectomy for benign disease, such as the size of the thyroid remnant, a history of neck irradiation, and coexisting thyroid autoimmune disease, a BMI ≥35 kg/m"
400,36693083,2023-01-25,Laboratory indicators of hypothyroidism and TgAA-positivity in the Eurasian dog breed.,N/A,"Hereditary hypothyroidism represents a concern for dog breeders; thus, surveillance programs have been established for several dog breeds.
Thyroid profiles (total thyroxine (TT4), thyrotropin (thyroid stimulating hormone (TSH)), and thyroglobulin autoantibodies (TgAA)) collected as part of a breed surveillance program in Eurasians (2009-2017) were retrospectively analyzed. The study included data from 1,501 Eurasians from a German breeding club. Classification was exclusively based on laboratory data. Hypothyroidism was defined as a combined decrease in TT4 and increase in TSH in serum and was classified as TgAA-positive and TgAA-negative hypothyroidism. Thyroglobulin autoantibodies (TgAA) independent of the concentrations of TT4 and TSH were determined. The overall prevalence of hypothyroidism, TgAA-positive hypothyroidism, TgAA-negative hypothyroidism and TgAA-positivity was assessed when the dogs entered the program. Follow-up laboratory data was available for 324 dogs without hypothyroidism on initial examination.
The initial screening was performed at a median age of 18 months (interquartile range (IQR): 15-29). The overall prevalence of hypothyroidism was 3.9% (n = 58; 95% CI: 2.9-4.8%) and the prevalence of a positive TgAA status was 7.9% (n = 118; 95% CI: 6.6-9.3%). The prevalence of TgAA-positive and TgAA-negative hypothyroidism was 1.7% (n = 26; 95% CI: 1.1-2.4%) and 2.1% (n = 32; 95% CI: 1.4-2.9%), respectively. 22.0% of dogs with positive TgAA status (26/118) were already hypothyroid on initial examination. Overall, 42.5% (17/40) of TgAA-positive dogs on initial examination developed hypothyroidism on follow-up.
The results of this study demonstrate that the Eurasian dog breed exhibits a relevant risk for hypothyroidism and presence of TgAA. The predictive value of TgAA for hypothyroidism or developing hypothyroidism was high in this breed. Further investigations with longitudinal studies in individual dogs are warranted."
