Article Count,Article ID,Publication Date,Title,Keywords,Abstract
320,17321366,2007-02-27,Radiological bone lesions in fibroblastic rheumatism; case report.,N/A,"Fibroblastic rheumatism (FR) is a rare disease characterized by polyarthralgia associated with painless subcutaneous nodules, sclerodactyly and finger contractures.
A 45-year-old man presented with peripheral vascular disease, polyarthralgia and subcutaneous nodules. The diagnosis of FR was confirmed by histological examination of a biopsy sample of a nodule, which showed myofibroblast proliferation. Radiographs of both hands showed bilateral erosion of the distal and proximal interphalangeal joints, of the right trapezium bone and acro-osteolysis of the third phalanx of the right-hand second finger.
Although the clinical features of FR have now been well described, the literature includes few radiological descriptions. In most reported cases, radiographs are normal at disease onset. Joint radiographs performed later usually show bone destruction of the hands and feet."
321,17180729,2006-12-21,"In SCID mice with transplanted joint tissues from rheumatism patients, a model mice of human rheumatoid arthritis, anti-human fas antibody (R-125224) distributes specifically to human synovium.",N/A,"We investigated the tissue distribution of a humanized anti-human Fas monoclonal antibody, R-125224, in SCID mice transplanted with synovial tissues from patients with rheumatoid arthritis (SCID-HuRAg mice). The binding kinetics of R-125224 was also determined, using isolated human synovial cells.
Tissue distribution was assessed at 1, 24 and 168 h after intravenous administration of (125)I-R-125224 to SCID-HuRAg mice (0.4 mg/kg). The in vitro binding of (125)I-R-125224 to isolated human synovial cells was investigated.
After intravenous administration of (125)I-R-125224 to SCID-HuRAg mice, the radioactivity distributed to various tissues at 1 h. Thereafter, the radioactivity in the tissues gradually decreased except for the transplanted synovial tissues, in which the radioactivity increased in a time-dependent manner, and at 168 h, the tissue/plasma concentration ratio was about 1. The in vitro binding affinity of (125)I-R-125224 to human synovial cells was high with a dissociation constant of 1.32 +/- 0.62 nM and the binding was inhibited by non-labeled R-125224 in a concentration-dependent manner.
R-125224, a candidate compound for treating rheumatoid arthritis, specifically distributed to the pharmacological target site, human synovium transplanted in SCID mice, with high affinity."
322,16950809,2006-09-05,Haematopoietic stem cell transplantation for vasculitis including Behcet's disease and polychondritis: a retrospective analysis of patients recorded in the European Bone Marrow Transplantation and European League Against Rheumatism databases and a review of the literature.,N/A,"To evaluate the feasibility of haematopoietic stem cell transplantation (HSCT) in vasculitis.
This is a retrospective analysis of patients who had received HSCT for vasculitic diseases and have been reported to the European League Against Rheumatism autoimmune disease or European Bone Marrow Transplantation ProMISe databases. Information about the disease and outcome was obtained by a questionnaire sent to the referring centres. Response of the disease to HSCT was defined as partial or complete responses according to the ability to reduce immunosuppression after HSCT. In addition, the Medline database was searched for reports on HSCT in patients with vasculitis.
Detailed information was obtained for 15 patients, whose median age at HSCT was 37 years. The diagnoses were cryoglobulinaemia in four patients, Behçet's disease in three patients, Wegener's granulomatosis in three patients, and undifferentiated vasculitis, Churg-Strauss angiitis, polychondritis, Takayasu arteritis and polyarteritis nodosa in one patient each. 14 patients received autologous HSCT and 1 an allogeneic HSCT as the first transplant. In three patients, further transplantation was given because of relapse. The overall response, including all consecutive transplantations (HSCT/patient, n = 1-3, median 1.3) to HSCT, was 93%, with 46% complete responses and 46% partial responses; median (range) duration of response at the time of reporting was 45 (16-84) months. Three patients died, one from advanced disease, one from cancer and one from graft-versus-host disease. The Medline search showed five other patients who were effectively treated with HSCT for vasculitic diseases.
This retrospective study suggests that autologous HSCT is feasible for vasculitis. Its value remains to be tested in prospective controlled studies."
323,16891927,2006-08-08,Fibroblastic rheumatism.,N/A,"We report the first known South African case of fibroblastic rheumatism, a rare dermatoarthropathy. Our patient presented with the typical clinical features of a sudden-onset, erosive polyarthritis with cutaneous nodules and sclerodactyly. Significant functional loss occurred within a period of 3 to 4 months. X-rays of the hands showed a single erosion, whereas magnetic resonance imaging showed further erosions as well as soft tissue and synovial enhancement. The unique histologic findings of fibroblastic proliferation, thickened collagen, and dermal fibrosis confirmed the diagnosis of fibroblastic rheumatism. Our patient was treated with a combination of methotrexate and oral prednisolone with subsequent resolution of her synovitis/arthritis and no further progression of her sclerodactyly and associated functional loss. The course of fibroblastic rheumatism is known to vary and although multiple therapeutic options have been tried, the question remains whether any of the therapies alters the natural course of the disease. However, considering the probable role of lymphocytes and fibrogenic cytokines, an increased awareness with early diagnosis and treatment in the initial inflammatory stage may prevent the development of incapacitating joint sequelae."
324,16847371,2006-07-19,Examination of IgM rheumatoid factor (IgM-RF) and anti-cyclic citrullinated peptide antibody (anti-CCP Ab) in Japanese patients with palindromic rheumatism.,N/A,"We have studied the serology of 6 patients with palindromic rheumatism. None of the patients fulfilled the classification criteria for rheumatoid arthritis at the entry; however, 4 out of the 6 patients were seropositive for IgM rheumatoid factor (IgM-RF) at entry. Sequential serological study was performed in 4 patients; IgM-RF changed from seronegative to seropositive in one patient, and the titer increased in another patient. Anti-cyclic citrullinated peptide antibody (anti-CCP Ab) at the entry was detected in only one of the 6 patients; that patient later developed RA. Although follow-up is necessary, the present study may suggest the importance of serological examination, especially anti-CCP Ab, in patients with palindromic rheumatism."
325,16724377,2006-05-26,The role of anti-cyclic citrullinated peptide antibodies in predicting progression of palindromic rheumatism to rheumatoid arthritis.,N/A,"To determine whether the presence of anti-cyclic citrullinated peptide (anti-CCP) antibodies at presentation is of prognostic value in patients with palindromic arthritis.
Stored sera, taken around the time of presentation from patients with palindromic arthritis, where available, were assessed for anti-CCP antibodies, and results were correlated with subsequent clinical outcome.
Twenty-nine of 61 patients had progressed to rheumatoid arthritis after a mean followup of 5.4 years; 83% of these had had anti-CCP antibodies in their baseline sera.
The sensitivity/specificity and likelihood ratios for CCP antibodies were better than rheumatoid factor in predicting outcome."
326,16613273,2006-04-15,[Clinical observation on liang's anti-rheumatism and rheumatoid granule in rheumatoid arthritis in the active stage].,N/A,"To evaluate the therapeutic effect of Liang's anti-rheumatism and rheumatoid granule (LARG) in treating patients with rheumatoid arthritis (RA) at the active stage.
Fifty patients were administered orally with LARG in the treated group, 30 patients were treated with Wangbi granule in the control group. Symptoms, physical signs and relevant laboratory indexes in the 2 groups were observed and compared before treatment and after being treated for 2 months.
The total effective rate and curative-markedly effective rate in the treated groups were superior to those in the control group (P <0.01). The improvement in aspects of integral scoring of symptom and physical signs, including arthragia, tumefaction, dysfunction indexes, morning stiffness and 15m walking time, and laboratory indexes, including blood sedimentation rate, rheumatoid factor, C creative protein, immunoglobin, as well as hemorheology relevant indexes in the treated group after treatment were significantly different to those before treatment and those in the control group (P <0.05 or P <0.01).
LARG has obvious therapeutic effect on RA at the active stage."
327,16607767,2006-04-13,Temporomandibular joint ankylosis. A possible complication in juvenile psoriatic rheumatism.,N/A,"The authors present a rare case of bilateral temporomandibular joint ankylosis secondary to polyarticular juvenile psoriatic arthritis in a 24 year-old man. The patient first presented with arthritis of his right elbow joint at the age of 9, followed by involvement of the distal inter-phalangeal joints of his right foot and both sacroiliac joints. Serum rheumatoid factor was not detected. At the age of 16 he developed psoriatic lesions affecting his nails and skin. By the age of 20, clinical and radiological evidence of arthritis was detected in his temporomandibular joint (TMJ). Subsequently, the patient developed bilateral TMJ ankylosis over a period of 4 years. The patient was managed by bilateral resection of the ankylosis bone blocks, mobilization of the mandible and interposition of Dacron material between the two neo-articular surfaces. 10 months postoperatively the patient maintained an inter-incisal distance of 3 cm. Postoperative mechano-therapy was hindered by the limited use of the patients' hands."
328,16529595,2006-03-15,Work-related empowerment of the multidisciplinary team at the Rheumatism Foundation Hospital.,N/A,"Carried out as part of a staff development project, this study describes the experiences of work-related empowerment within a multidisciplinary team at the Rheumatism Foundation Hospital in Finland. The data were collected using a structured questionnaire consisting of background variables and questions concerning verbal, behavioural and outcome empowerment. The questionnaire was sent to all members of the multidisciplinary team at the Rheumatism Foundation Hospital, with the exception of physicians, departmental secretaries and administrative personnel. The response rate was 58%. The data were examined using statistical methods. The multidisciplinary team felt quite strong verbal and behavioural empowerment, but was less confident in terms of outcome empowerment. Several factors were found to be associated with the different fields of empowerment. In conclusion, the multidisciplinary team felt quite strong work-related empowerment."
329,16432689,2006-01-25,[Instability of the upper cervical spine due to rheumatism].,N/A,"Rheumatic manifestation at the cervical spine occurs in more than 50% of all cases in the natural course of this disease. The first cervical manifestation takes place in the upper cervical spine. The initial involvement of the C1/C2 segment leads to atlantodental subluxation. Progressive destruction can result in vertical instability, which is characterized by cranial subluxation of the odontoid process with the danger of resulting stenosis and cervical myelopathy. The goal of diagnosis has to be the early recognition of these changes to establish an effective treatment protocol. Persistent pain, neurological deficits, and progressive radiological signs for instability are indications for operative stabilizing procedures. These procedures avoid progressive destruction and improve the prognosis regarding pain decrease, regression of neurological deficits, and life expectancy."
330,16357763,2005-12-17,Garibaldi's rheumatism.,N/A,"Giuseppe Garibaldi, the charismatic 19th-century Italian revolutionary leader, had complaints of recurrent and often persistent rheumatic pain starting in his early 40s. Symptoms continued until his death at 74, with progressive disability. His diagnosis is uncertain, but rheumatoid arthritis is most likely. Garibaldi coped successfully with his rheumatic illness during most of his military and political career, but eventually became bedridden and dependent."
331,16338212,2005-12-13,"2nd conference on heart, rheumatism and autoimmunity, Pescara, Italy, May 19-20, 2005.",N/A,"Systemic autoimmune diseases, which comprise a family of conditions which share common pathogenetic mechanisms, are frequently associated to cardiac involvement and to a high prevalence of ischemic coronary events often occurring at a younger age than in normal population. A large increase in mortality is related to premature atherosclerosis with coronary artery disease and stroke in patients with connective tissue diseases. Coronary heart disease is responsible for 40-50% of the death of patients with rheumatoid arthritis. Moreover, a growing body of evidence supports the view that autoimmune mechanisms are involved in the pathogenesis of cardiovascular disease. Inflammatory heart disease is a rising concern worldwide. Similar mechanisms link autoimmune diseases, including the association of increased disease with proinflammatory cytokines and the importance of regulatory mechanisms in the control of chronic inflammation. The role of the immune system in modulating atherosclerosis has recently been well documented. Studies have revealed that cellular and humoral immunity plays crucial roles in atherogenic plaque formation. This includes macrophages, CD4+ T cells and dendritic cells as well as autoantigens such as oxidized low-density lipoprotein (oxLDL), heat shock proteins and beta2-glycoprotein I. The inflammatory component is not localized to the ""culprit"" plaque, but it is diffused to the entire coronary vascular bed, and involves also the myocardium. The aim of the conference (2nd conference on heart, rheumatism and autoimmunity) was to focus the attention of the participants on some pathogenetic, clinical and therapeutic aspects at the boundary between cardiology and rheumatology and to encourage the debate among clinicians and basic researchers with different backgrounds and experiences."
332,16273801,2005-11-09,"The Arthritis, Rheumatism and Aging Medical Information System (ARAMIS): still young at 30 years.",N/A,"Chronic diseases such as atherosclerosis, arthritis, diabetes, and cancer are among major public health concerns. To understand their cumulative risk factors and antecedents, a chronic disease databank consisting of time-oriented, multidisciplinary longitudinal data, prospectively collected on consecutive patients and describing their clinical courses, provides a systematic anthology of patient reported outcome (PRO) data. ARAMIS, which began in the mid-1970s, was the first large-scale chronic disease data bank system. Outcomes data are collected using the Health Assessment Questionnaire (HAQ), a well established PRO instrument that collects patient-centered data in the areas of disability, pain and other symptoms, adverse effects of treatment, economic impact, and mortality. More than 900 peer-reviewed studies have emanated from ARAMIS since its inception. In the earlier days, and even today, ARAMIS had to invent its own tools for the study of these new sciences. ARAMIS has made dominant contributions to the understanding of PROs and to helping improve treatment and health outcomes in rheumatoid arthritis (RA), osteoarthritis (OA), scleroderma, lupus, aging, and drug side effects. It continues to traverse terrain with participation in the NIH ""Roadmap"" project, the Patient Reported Outcome Measurement Information System (PROMIS). PROMIS is designed to provide improved assessment of health status across all chronic illnesses as part of an improved infrastructure for clinical research. As initiator of the rich history of chronic disease data banks with ""rolling"" consecutive open patient cohorts, ARAMIS has enabled the study of real-world PROs in rheumatology, with a wealth of resultant improved approaches to treatment, outcome, cost effectiveness, and quality of life."
333,16207348,2005-10-07,Opioids for non-operable osteoarthritis and soft-tissue rheumatism.,N/A,Reviews of oral opioid trials have shown that many side-effects need to be considered when treating patients with non-operable osteoarthritis and soft-tissue problems. European and American guidelines recommend their use with or without paracetamol. The controversy surrounding the use of non-steroidal anti-inflammatory drugs/cyclo-oxygenase-2 inhibitors is limiting physician and patient choices. There is a great need for alternative medication or ways of using current compounds.
334,16189657,2005-09-29,Antiphospholipid syndrome and palindromic rheumatism: a new possible association.,N/A,"The aim of this study was to report six patients with palindromic rheumatism (PR) in whom signs, symptoms, and/or serologic evidence of antiphospholipid syndrome (APS) developed.
The medical histories of the patients were reviewed with special emphasis on age, gender, duration of PR, and lapse of time until antiphospholipid antibodies were detected or APS was diagnosed. Three representative cases are described.
Two patients were women and four were men. Their mean age was 49.3 years (range 36-80), and the mean duration of PR was 5.5 years (range 3-8). In all patients, raised titers of antiphospholipid antibodies were found on two or more occasions. Two patients developed clinical pictures compatible with APS, two showed symptoms which may be attributable for APS, and raised titers of antiphospholipid antibodies were found in only two.
It seems that the appearance of these two uncommon conditions together is more than coincidental and may point to a previously unreported clinical association."
335,16106593,2005-08-19,"Leflunomide: new indication. In psoriatic rheumatism: too many risks, too little efficacy.",N/A,"(1) The severity of joint involvement in psoriatic rheumatism varies greatly and its outcome is difficult to predict; some patients have long-term spontaneous remissions. The best-evaluated slow-acting treatments are sulfasalazine and methotrexate; adding etanercept can help some patients who do not respond to these drugs. (2) Leflunomide, an immunosuppressant drug, is already marketed for the treatment of rheumatoid arthritis, a condition for which it shows a less favourable risk-benefit balance than methotrexate. (3) Leflunomide is now licensed in France for ""active psoriatic rheumatism"". (4) The only available clinical data come from a double-blind placebo-controlled trial in 190 patients. On the basis of a combined outcome measure, significantly more patients responded to leflunomide than to placebo (59% versus 29.7%). However, the patients' global assessment was less positive: 15.8% of patients felt their condition had deteriorated during leflunomide therapy, compared to 24.2% of patients in the placebo group. The study population was too heterogeneous to show which types of patients might benefit most from leflunomide therapy. (5) Pharmacovigilance studies have confirmed some severe adverse effects (hepatic, cutaneous and haematological) and have uncovered other previously unrecognised effects such as interstitial pneumonia, hypertension, weight loss, and peripheral neuropathies. (6) In France, leflunomide treatment costs nearly 10 times more than methotrexate. (7) We conclude that leflunomide should not be used to treat psoriatic rheumatism."
336,16085442,2005-08-09,"Ochronotic rheumatism in Algeria: clinical, radiological, biological and molecular studies--a case study of 14 patients in 11 families.",N/A,"To confirm alkaptonuria and ochronotic arthropathy diagnosis by mutation screening of the homogentisate 1,2-dioxygenase (HGD) gene. Try to establish a genotype-phenotype correlation in the five subjects with a molecular study on HGD gene.
We report 14 alkaptonuria cases (10 men and four women) in 11 Algerian families. Consanguineous matings were evidenced in only three families (F = 1/16). Molecular analysis was performed by sequencing genomic DNA in order to identify the mutations of the HGD gene.
Alkaptonuria was always confirmed by urinary homogentisic acid determination. Four different mutations of the HGD gene were found: an homozygous missense mutation, Serine189Isoleucine in two sisters with a mild phenotype; an homozygous splice site mutation (IVS1-1G > A) in a man with a severe phenotype (death at 61 years old from renal failure); a silent mutation, Alanine470Alanine at the heterozygous state in a man with a mild phenotype; a 'G' deletion at the position c.819 which causes a frameshift after Gly217(Gly217fs) that runs into a stop codon at c. 850. This mutation is novel and was found in heterozygosis in a woman with a mild phenotype.
The two homozygous mutations were associated, respectively, with a severe and a mild phenotype but no genotype-phenotype correlation could be found."
337,16013782,2005-07-15,Poncet's disease (tuberculous rheumatism): two case reports and review of the literature.,N/A,"We report two human leukocyte antigen (HLA) B27-positive cases of urogenital tuberculosis (TB) with asymmetric polyarthritis. Stained smears with Ehrlich Ziehl-Neelsen and polymerase chain reaction (PCR) tests for Mycobacterium tuberculosis complex (MTC) of the ejaculate were positive in both cases, despite negative cultures. Stained smear, culture and PCR results of the synovial fluid for mycobacteria were negative. The patients were diagnosed with Poncet's disease. Polyarthritis was resolved rapidly with anti-tuberculosis treatment. We suggest that in cases with unexplained arthritis and non-articular TB, Poncet's disease should be considered. PCR can be used in the routine diagnostic algorithm when conventional methods fail to identify MTC."
338,15984580,2005-06-30,[A NSAID-associated alimentary tract disease in patients with rheumatism in Russia].,N/A,"The aim of the study was to evaluate the prevalence and character of non-steroid antiinflammatory drug (NSAID)-associated pathology in patients with rheumatic diseases (RD) in the Russian population. The study included questioning of 2537 RD patients (81% women and 19% men, mean age 55.8 +/- 14.2 years) who were taking NSAID, in 6 regions of Russia, between the October of 2003 and April of 2004. The results were analyzed using chi2 criterion, Fisher exact test, and Student t-criterion. 7.6% of the questioned and 14.7% of their relatives had ulcerous background [corrected] history (ulcers diagnosted prior to the beginning of treatment with NSAID). Most patients (70.1%) were taking non-selective NSAID (NSNSAID), chiefly diclophenac (50.9%). The most often used non-selective cyclooxygenasa-2 (COG-2) inhibitor was nimesulid, taken by 23.5% of the patients. 20.2% of patients were not aware of the influence of NSAID on the gastric and intestinal mucosa. 33.7% of the patients underwent esophagogastroduodenoscopy (EGDS) while taking NSAID. In 8.8% of the examined gastric or duodenal ulcers were found while they were taking NSAID; 1.5% of the examined developed gastro-duodenal hemorrhage or ulcer perforation. 53.1% of the questioned had gastroduodenal complaints; in most cases it was heartburn (37.3%), ""heaviness"" in the epigastral area (37.4%), and meteorism (37.4%). 51.3% of the patients associated gastroesopagial reflux and dyspepsia symptoms with intake of NSAID. 26.9% of the questioned associated stool disturbances and meteorism with NSAID intake. 32% of the patients took medications to eliminate gastrointestinal disorder symptoms. Patients taking selective COG-2 inhibitors had complaints less frequently than those who were taking NSNSAID (p = 0). Most frequently complaints were associated with intake of glucocorticoids (p = 0), low doses of aspirin (p = 0), smoking (p = 0), and elderly age (p = 0.007). Appearance of complaints was not associated with the dose of NSAID (diclophenac) (p = 0.257). 8.8% of the patients with ulcerous background were not aware of the effects of NSAID on the alimentory tract; 34.1% of the patients din not undergo EGDS withing the period of treatment with NSAID. Only 40.3% of patients were taking selective COG-2 inhibitors; 54.7% of patients were taking gastroprotective preparations. Alimentary tract pathology is a prevalent complication of therapy with NSAID in the Russian population. The most frequent gastrointestinal symptoms are subjective; they affect life quality substantially. Their risk factors are: elderly age, ulcer background, and glucocorticoid intake. Russian doctors do not take sufficient measures to prevent serious NSAID intake complications."
339,15965815,2005-06-21,[The treatment of juvenile rheumatism: pharmacotherapy].,N/A,"The treatment of juvenile idiopathic arthritis has changed a great deal in the last few years. Pharmacomedical treatment, physiotherapy and teaching the patients and parents are the mainstays of successful therapy. Using all available treatment options and thanks to new therapeutic options (TNFalpha-blockade) and due to a better understanding of the pathogenesis, individual therapeutic strategies provide adequate disease control in the large majority of cases. According to the subtype of juvenile idiopathic arthritis, different medications are used in combination with nonsteroidal antiinflammatory drugs (NSAID) which are used initially. Methotrexate (MTX) and steroids in various applications are the drugs of choice for the systemic and polyarticular courses; intraarticular steroids, sulfasalazine and hydroxychloroquine for the oligoarticular subtype. The new option of TNFalpha-blockade (Etanercept, Infliximab, Adalimumab) offers significant clinical benefit in patients with polyarticular involvement, who do not respond to MTX. Further biological agents (Anakinra, Abatacept, Atlizumab) are used in children and adolescents in clinical studies. Rarely azathioprine, cyclosporine A, leflunomide and cyclophosphamide are used. Stem cell transplantation has been tried as a very last resort but interpretation of the results is controversial. Due to the improvement of the therapeutic options, the approaches to the patients and their disease has changed and cautious optimism is justified."
340,15756497,2005-03-10,[Liver and rheumatism].,N/A,"There are multiple relations between rheumatic diseases and the liver, nevertheless the liver is extremely rare involved in rheumatic diseases. ""Elevated liver enzymes"" are quite often found in patients who are under the medication with immunosuppressive drugs or/and non-steroidal antirheumatics. The most frequent cause for ""elevated liver enzymes"" are toxic and allergic side effects of drugs; however, in rare cases it might be extremely helpful to examine, whether an independent liver disease exists. Underlying liver diseases which might be associated with the rheumatic disorder or exist accidentally may change the therapeutic management of the patient. If the liver disease present can cause the rheumatic disorder (e. g. virus-induced vasculitis, hemochromatosis), a specific hepatological therapy should precede the immunosuppression."
341,15706920,2005-02-15,[Experimental research of effect of crude and processed Herba Siegesbeckiae on anti-inflammation and anti-rheumatism].,N/A,"To find out the specialities of the effect of crude and processed Herba Siegesbeckiae on anti-inflammation and anti-rheumatism.
Experiments were made on rats with swelling foot induced by carrageenin; experiments were made on mice with swelling ear induced by xylol; experiments were made on rats with chronic granuloma; experiments were made on rats with adjuvant arthritis.
Foot swelling induced by carrageenin could be diminished with crude and processed Herba Siegesbeckiae at 6.0, 2.0 g x kg(-1). The rate of inhibition of foot swelling was more than 40%, effect of the crude drug was better than that of the processed one; both of them at 6.0, 2.0 g x kg(-1) could protect rats from primary and continuous lesion of adjuvant arthritis. The effect of the processed herb was obviously better than that of the crude one in its starting minute, strength and sustaining time.
The processed Herba Siegesbeckiae has obvious inhibition effect on immune inflammation. It is better than the crude Herb. Both of them have obvious inhibition effect on inflammation caused by carrageenin, with no distinct difference."
342,15693099,2005-02-05,What is the impact of adolescent arthritis and rheumatism? Evidence from a national sample of Canadians.,N/A,"Adolescent arthritis or rheumatism (AAR) has been shown to influence the activities, mental health, and healthcare utilization of affected individuals. However, these effects have never been estimated in a population-based sample. We examined the association of AAR with health status, health services use, health behaviors, and activity limitations. We also investigated the effect of socioeconomic status and family background on respondents with AAR.
The 1996 National Population Health Survey is a nationally representative survey exploring the health status and behaviors of Canadians. Among the 26,012 individuals aged 12 to 19 with complete responses on the presence of chronic illnesses, the 213 self-reporting arthritis or rheumatism (AAR) were compared to: (1) all other adolescents as a single group; or (2) the group of 9161 adolescents reporting other chronic diseases (OCD) but not AAR, and the group of 16,638 adolescents without chronic disease (WCD). Between-group differences were examined for the following variables: health status; use of health services; presence of activity limitations in school, work, or at home; and school enrollment and work status.
Compared to those without, respondents with AAR reported more diagnoses of non-AAR chronic illnesses. Depression among AAR individuals was more prevalent than among non-AAR individuals, as was suffering from moderate or severe pain. Those with AAR were more likely than WCD individuals to use physician services, hospital services, and pain relief medications. AAR patients were more likely to be limited in their activities, and less likely to be enrolled in school than OCD or WCD individuals.
This study indicates a broad range of effects of AAR in a nationally representative sample. Arthritis or rheumatism affected measures of mental health, health service use, and the school, work, and home activities of affected individuals, compared to individuals without chronic disease or with other chronic disease."
343,15454124,2004-09-30,Palindromic rheumatism and other relapsing arthritis.,N/A,"Patients with recurrent or relapsing arthritis are frequently seen in rheumatological practice. Besides crystal arthritis, the most frequent cause of recurrent arthritis, there are several diseases that may present clinically as intermittent mono- or polyarthritis. Palindromic rheumatism is the paradigm of this type of condition, but other diseases such as systemic autoinflammatory disorders (periodic fever syndromes), Whipple's disease, arthritis associated with hyperlipidemia, intermittent hydrarthrosis and other diseases should be taken into account in the differential diagnosis of patients with recurrent arthritis. In this chapter, we discuss recent developments in these diseases with special emphasis on palindromic rheumatism, a common condition whose close relationship with rheumatoid arthritis remains intriguing."
344,15168987,2004-06-01,Soft tissue rheumatism.,N/A,"Soft tissue rheumatism includes disorders of tendons and their sheaths, ligaments, bursae, joint capsules, muscles, fasciae and others. Inflammatory signs or systemic manifestations may be lacking in these disorders. Fibrositis, bursitis, tenosynovitis, myositis are some of the common types of soft tissue rheumatism. The disorders can be classified broadly into two groups ie, diffuse and local. Proper history taking and performing detailed examination are very important in arriving at diagnosis. Management includes pain relief by suitable measures. In fibromyalgia diffuse musculoskeletal pain is observed having at least 11 or 18 tender points involving upper and lower body bilaterally."
345,15049603,2004-03-31,[Psoriatic rheumatism].,N/A,"Five to 7% of patients with cutaneous psoriasis suffer from inflammatory rheumatism that is sero-negative for rheumatoid factor, and is often erosive. The inflammation is predominant to the entheses and can affect the axial or peripheral skeleton, often in an associated manner. The most common peripheral signs are those of an asymmetrical oligo-arthritis type, and the most evocative are arthritis of the distal inter-phalangeal joints. A symmetrical polyarthritis can also be observed. The severe mutilating forms are fortunately very rare. Axial signs include sacro-iliitis that is more often bilateral and spinal involvement of an ankylosing spondyloarthitic type, predominating in the cervical and thoracic spine. The treatment usually calls for a non-steroidal anti-inflammatory and local injection of cortisone. Steroids must be used with care and reserved for the severe forms. DMARDS include Salazopyrin, methotrexate, and in the severe and resistant forms, the inhibitors of TNFalpha."
346,14994925,2004-03-05,[Phenobarbital rheumatism associated with gouty arthritis. Case report with 18-month follow-up].,N/A,"Anticonvulsivant-induced rheumatism has been described in the literature mostly in relation to phenobarbital therapy. We report the case of an 85-year-old male affected by generalized seizures and treated with phenobarbital for some months, who came to our observation on account of a long-lasting arthropathy which was diagnosed as unknown gouty arthritis. After treatment however, a clinical picture of shoulder-hand syndrome persisted: this latter disappeared after substitution of phenobarbital with phenytoin. The association of a syndrome of rheumatism induced by barbiturates with gouty arthritis has not been previously described in the literature."
347,14979931,2004-02-26,The 4th annual European League Against Rheumatism congress in Lisbon: a personal perspective.,N/A,"The 4th annual European League Against Rheumatism congress, held in Lisbon, 18-21 June 2003, had a record turnout of more than 8600 delegates and the abstract submissions increased to 2600. A heat wave and a somewhat substandard venue hampered some of the activities, notably the poster sessions. The scientific program was comprehensive and of a high class, and it was organized in 10-12 parallel sessions. The European League Against Rheumatism standing committees are expanding their activities and stimulating European cooperation (e.g. by creating databases and guidelines, and by starting research programs). The standing committees presented several areas where European cooperative work is in progress. Advances in drug therapy were a prominent theme and were well presented. Commercialism remains a problem for this meeting as for other similar large meetings, where satellite symposia surround the scientific program of the congress and often duplicate this."
348,14677195,2003-12-17,Leisure-time physical activity patterns and relationship to generalized distress among Canadians with arthritis or rheumatism.,N/A,"Little is known about the epidemiology and possible mental health benefits of leisure-time physical activity (LTPA) for persons with arthritis and other rheumatic conditions. We examined the prevalence of LTPA and its association to generalized distress among Canadians with rheumatic conditions.
The 1996-97 National Population Health Survey interview data from respondents with rheumatic conditions (n = 10,700) and persons with no chronic conditions (n = 19791) in the same age range (20-79 yrs) were selected for analyses. Self-reported data on forms and frequency of LTPA engaged in over the past 3 months were collected. Intensity of LTPA was expressed as total energy expenditure, with respondents classified as Active (> or = 3.0 kcal/kg/day), Moderate (1.5-2.9 kcal/kg/day), and Inactive (< 1.5 kcal/kg/day). Generalized distress was assessed using a subset of items from the Composite International Diagnostic Interview.
Similar to persons with no chronic conditions, roughly 56% of persons with rheumatic conditions engaged in regular LTPA (12 or more 15-minute sessions per month). Only 13.2% of women and 18.9% of men with rheumatic conditions were sufficiently active at the level recommended to yield optimal health benefits. Both moderate and higher intensity LTPA was associated with less generalized distress. This relationship was more pronounced for women and for middle-aged and older patients with rheumatic conditions.
A significant proportion of Canadians with rheumatic conditions are physically inactive. Even moderate intensity LTPA is associated with decreased generalized distress. Better efforts must be directed at promoting LTPA as part of the multidisciplinary management of this condition."
349,14603579,2003-11-08,Guidelines for management of osteoarthritis published by the American College of Rheumatology and the European League Against Rheumatism: why are they so different?,N/A,"Because of different methodology the ACR and EULAR guidelines differ significantly in their recommendations despite an identical evidence base. Guidelines that use a strictly evidence-based approach are less likely to incur bias than those that rely more on expert consensus. Although expert consensus is useful in areas in which there are little trial data, clear delineation should be made between evidence-based statements and expert opinion. Following the dissemination of guidelines for the management of OA, emphasis should now be placed on discussion and implementation of the recommendations and subsequent revision of guidelines as new evidence comes to light."
