Article Count,Article ID,Publication Date,Title,Keywords,Abstract
11,37858193,2023-10-20,Molecular detection of Epstein-Barr virus among Sudanese patients diagnosed with Hashimoto's thyroiditis.,"Epstein-Barr virus"", ""Hashimoto Thyroiditis"", ""Molecular detection"", ""Sudan","Hashimoto's thyroiditis (HT) is the most common cause of hypothyroidism. The exact mechanism initiating the development of HT is not yet clear. This study aimed to investigate the correlation between HT and the presence of Epstein-Barr virus (EBV) in a Sudanese population.
EBV-LMP1 was detected in 11.1% of HT cases, which is consistent with previous studies. Studies have reported a wide range of frequencies indicating the presence of EBV in HT, and patients with autoimmune thyroiditis have increased titers of anti-EBV antibodies in their sera compared to healthy subjects. Intrathyroidal EBV-infected B cells may be responsible for the increased risk of development of B-cell lymphoma in the thyroid gland in patients with autoimmune thyroiditis. Our study suggests that regular follow-up is necessary for patients diagnosed with HT and are positive for EBV, as antiviral therapy is not applicable due to the risk of thyroid dysfunction. The study suggests an association between EBV and HT, but causation cannot be determined. The study also highlights the need for further research to determine the viral role and correlate it with the severity and progression of HT."
12,37854714,2023-10-19,Efficacy and safety of ,"Hashimoto’s thyroiditis"", ""Ophiocordyceps sinensis"", ""meta-analysis"", ""systematic review"", ""treatment",
13,37835813,2023-10-14,Hashimoto's Thyroiditis and Papillary Thyroid Carcinoma: A Follow-Up Study in Patients with Absence of Aggressive Risk Factors at the Surgery of the Primary Tumor.,"131I SPECT/CT"", ""Hashimoto thyroiditis"", ""distant metastasis"", ""follow-up"", ""neck lymph node metastasis"", ""papillary carcinoma"", ""risk factors"", ""thyroglobulin"", ""thyroglobulin antibody"", ""thyroid peroxidase antibody","Hashimoto's thyroiditis (HT) is often associated with papillary thyroid carcinoma (PC); it is still a matter of controversy whether the behavior of carcinoma is more aggressive or not. During the follow-up, we retrospectively enrolled 97 patients with PC/HT after thyroidectomy without risk factors at the surgery of the primary tumor, such as multifocality/multicentricity, extrathyroid tumor extension, vascular invasion, neck and distant metastases, and aggressive histological variants. HT diagnosis was confirmed by histology and serum thyroid antibodies. Tumor size was ≤10 mm in 64 cases (microcarcinomas); 206 matched PC patients after thyroidectomy without HT and risk factors were enrolled as controls, totaling 122 microcarcinomas. During follow-up, metastases occurred in 15/97 (15.5%) PC/HT cases, eight microcarcinomas, and in 16/206 (7.8%) without HT, eight microcarcinomas ("
14,37835596,2023-10-14,Hashimoto's Thyroiditis and the Risk of Papillary Thyroid Cancer in Children.,"Hashimoto’s thyroiditis"", ""children"", ""papillary thyroid carcinoma"", ""pediatric"", ""thyroid cancer"", ""thyroid nodule","The association between Hashimoto's thyroiditis (HT) and pediatric thyroid cancer is controversial. Most studies examining this connection have been based on adults, and larger studies in children are lacking. We performed a retrospective study of all sequential pediatric patients who underwent a thyroidectomy for a neoplasm at our institution over a twenty-year period in order to explore the link between HT and pediatric thyroid cancer. A total of 153 patients, median age 16.5 (interquartile range [IQR] 14.2-18.3) years, underwent thyroid surgery for a neoplasm. Patients were mainly female (80%) and White (84%). Median follow-up was 58.6 (IQR 20.7-105.4) months. Thirty-five (23%) patients had HT. Patients who underwent thyroid surgery and had HT were more likely to harbor a malignant neoplasm ("
15,37809909,2023-10-09,Evaluation of the ovarian reserve in women and adolescent girls with Hashimoto's thyroiditis by serum anti-Müllerian hormone level: A systematic review and meta-analysis.,"Hashimoto's thyroiditis"", ""Meta analysis"", ""Ovarian reserve"", ""anti-Müllerian hormone","Several researchers performed case-control studies to explore the relationship between Hashimoto's thyroiditis(HT) and ovarian reserve using anti-Müllerian hormone(AMH) in adolescent girls and women. But the results among these studies are inconsistent and the relationship between HT and ovarian reserve is still controversial. The study aimed to conduct the meta analysis of case-control studies to confirm the relationship between HT and ovarian reserve using AMH.
6 electronic databases including PubMed, EMBASE, the Cochrane Library, China National Knowledge Internet(CNKI), SinoMed and Wanfang were searched from inception to December 2021. Endnote X7.0 software was applied to managing all the relevant records. Then data extraction and evaluation of methodological quality of included studies were conducted after two-step selection.Review manager 5.4 version software and Stata 12.0 version software were used to perform all statistical analyses.
10 case-control studies involving 1202 individuals were included in the present study. The preliminary results revealed AMH values were significantly higher in adolescent girls with euthyroid HT compared with healthy adolescent girls(MD = 1.97; 95%CI, 1.43-2.51; 
Ovarian reserve evaluated by serum AMH concentration is affected by female adults with subclinical hypothyroidism and overt hypothyroidism. The AMH level was significantly higher in euthyroid adolescent girls."
16,37793163,2023-10-04,Gut microecology may be involved in pathogenesis of Hashimoto's thyroiditis by reducing production of hydrogen sulfide.,"Hashimoto’s thyroiditis"", ""Hydrogen sulfide"", ""Intestinal microbiota","Hashimoto's thyroiditis (HT) is related to intestinal microbiota alteration, but the causal relationship remains unclear. Hydrogen sulfide (H2S) is a microbiota-derived metabolite. We speculated that abnormal intestinal microbiota might limit H2S production capacity, promoting HT pathogenesis.
To illustrate that the intestinal microbiota plays important roles in HT pathogenesis via microbiota-derived H2S levels.
We collected feces from HT patients and healthy donors for fecal microbiota transplantation (FMT). Thirty-six female CBA/J mice were randomized into four groups: experimental autoimmune thyroiditis (EAT) group, EAT + Health group, EAT + HT group, and EAT + HT + H2S group. 16S rRNA sequencing was performed to examine gut microbiota alterations and H2S production pathway. Serum TgAb and H2S levels were assayed by ELISA and H2S-selective sensors, respectively. T-cell subpopulations in the spleen were detected by flow cytometry.
The gut microbiota was different after FMT among the EAT, EAT + Health and EAT + HT groups. The thyroiditis score assessed by H&E staining was higher in the EAT + HT group than that in the EAT and EAT + HT + H2S groups. Th1 and Th17 cell differentiation ratios were increased in EAT + HT group compared to the other three groups. Serum H2S levels were decreased and the dissimilatory sulfate reduction (DSR) pathway was attenuated in the EAT + HT group compared to the EAT + Health group.
H2S alleviated thyroiditis severity and related immune disorders, which was aggravated by the FMT from HT patients. The attenuated DSR pathway in the gut microbiota from HT patients might be involved in thyroiditis pathogenesis."
17,37790207,2023-10-04,"Analysis of Interleukin-17, Interleukin-23, neopterin and Nesfatin-1 levels in the sera of Hashimoto patients.","Hashimoto's thyroiditis"", ""Interleukin-17"", ""Interleukin-23"", ""Neopetrin"", ""Nesfatin-1","Hashimoto's thyroiditis (HT) is an autoimmune disorder affecting the thyroid gland and may present as goiter or atrophic thyroiditis that may result in various metabolic and inflammatory disorders. The aim of this study is to determine the changes in serum levels of interleukin-17 (IL-17), IL-23, neopterin, and nesfatin-1 parameters in HT patients and to evaluate the possible relationship among these parameters.
90 HT patients and 30 healthy individuals were included in this study. Demographic data of the patients included in the study were recorded and detailed physical examinations were performed. IL-17, IL-23, neopterin, and nesfatin-1 levels were measured in the serum samples of the participants by the ELISA method.
Hašimotov tiroiditis (HT) je autoimuni poremećaj koji utiče na štitnu žlezdu i može se manifestovati kao struma ili atrofični tiroiditis koji može dovesti do različitih metaboličkih i inflamatornih poremećaja. Cilj ovog istraživanja je da se utvrde promene u serumskim vrednostima parametara interleukina-17 (IL-17), IL-23, neopterina i nesfatina-1 kod pacijenata sa HT i da se proceni moguća povezanost ovih parametara.
U ovu studiju je uključeno 90 pacijenata sa HT i 30 zdravih osoba. Snimani su demografski podaci pacijenata uključenih u studiju i obavljeni su detaljni fizički pregledi. Nivoi IL-17, IL-23, neopterina i nesfatina-1 mereni su u uzorcima seruma učesnika ELISA metodom.
Serumski IL-17, IL-23, neopterin, nivoi su bili značajno viši i nivoi nesfatina-1 su bili značajno niži u HT grupi u poređenju sa kontrolnom grupom. Uočene su statistički značajne razlike između svih grupa osim eutireoidnog HT u odnosu na HT lečenih levotiroksinom za nesfatin-1 na nivou od 0,05.
IL-17, IL-23 i neopterin su bili uključeni u etiopatogenezu HT. Povećanje telesne težine kod HT može biti posledica niskog nivoa nesfatina-1, a ne nedostatka hormona štitne žlezde. Ove varijable se mogu koristiti kao potencijalni biomarkeri u dijagnozi, prognozi i praćenju HT bolesti."
18,37773833,2023-09-29,Identification of key genes in salivary gland in Sjögren's syndrome complicated with Hashimoto thyroiditis: Common pathogenesis and potential diagnostic markers.,N/A,"The coexistence of Sjögren's syndrome (SS) and Hashimoto thyroiditis (HT) has been confirmed, but the common mechanism of its co-occurrence remains unknown. This study aims to further explore the underlying mechanism and biomarkers for the co-occurrence of SS and HT. The Gene Expression Omnibus databases were used to obtain gene expression profiles for SS (GSE127952 and GSE23117) and HT (GSE29315 and GSE138198). Following identifying SS and HT's shared differentially expressed genes, functional annotation, protein-protein interaction network creation, and module assembly were performed to discover hub genes. H&E staining and immunohistochemistry were performed to validate the expression of the hub genes in salivary glands. Finally, the receiver operating characteristic (ROC) curve was utilized to assess the discrimination of the hub genes as biomarkers in predicting SS, this study applied CIBERSORTx to analyze the immune infiltration in SS and HT in addition. A total of 48 common differentially expressed genes (48 upregulated genes and 0 downregulated genes) were chosen for further investigation. We analyzed the expression and function of PTPRC, CD69, IKZF1, and lymphocyte cytosolic protein 2 via H&E, immunohistochemistry, and ROC analysis. The 4 hub genes were mainly enriched in the T-cell receptor signaling pathway. We then evaluated and verified the diagnosis value of 4 hub genes in clinical minor labial gland biopsy of SS with HT, SS without HT, and non-SS. ROC analysis revealed that the 4 hub genes had a strong diagnostic value. Our study showed the common pathogenesis of SS and HT. These hub genes and diagnostic models may put forward some new insights for diagnosing and treating SS complicated with HT."
19,37772528,2023-09-29,Effects of Autoimmune Protocol (AIP) diet on changes in thyroid parameters in Hashimoto's disease.,"Autoimmune Protocol"", ""Hashimoto’s disease"", ""nutrients intake"", ""thyroid parameters","In the scientific world, the nutritional needs of persons with Hashimoto's autoimmune thyroid disease are discussed, and there is a lot of interest in the autoimmune protocol (AIP). The aim of the study was to check the effects of AIP on thyroid parameters in euthyroid patients with Hashimoto's disease.
Among 28 people with Hashimoto's (including 1 male) the consumption of nutrients, anthropometrics, symptoms of the disease, values of thyroid parameters: FT3, FT4, TSH, thyroid ultrasound and autoimmune aTPO, aTG were analyzed before and after 12 weeks of using the AIP diet. The impact of changes in the consumption of selected nutrients on changes in thyroid biochemical parameters were analyzed using multiple regression models, where the dependent variables of the created models were changes in thyroid biochemical parameters.
After applying the AIP diet, the number of people reporting symptoms of malaise decreased, the levels of FT3 and FT4 as well as TSH decreased, remaining within the reference concentration range. aTG decreased slightly, but aTPO increased significantly. Ultrasound examination also showed a decrease in the volume of the thyroid gland. The body weight of the subjects decreased, which indicates a caloric deficit.
Given the numerous advantages of the AIP diet, extending the observation time of the diet, along with its personalization in terms of food selection, energy and nutritional value, could show changes in both well-being and biochemical test results to a greater extent. The use of a personalized AIP protocol can improve the quality of life, a positive change in mental state, reduction of stress, and above all, the improvement of adverse ailments associated with Hashimoto's disease."
20,37766602,2023-09-28,Neutrophil-to-lymphocyte Ratio and Platelet-to-lymphocyte Ratio in the Patients with Euthyroid Hashimoto's Thyroiditis.,"Hematological indices"", ""hypothyroidism"", ""systemic inflammation","This study aimed to compare the neutrophil-to-lymphocyte ratio (NLR) and platelet-to-lymphocyte ratio (PLR) values in patients with euthyroid Hashimoto's thyroiditis (HT) with healthy control subjects.
This was a single-center, retrospective, cross-sectional study conducted on obese patients aged 18 years and over. The medical records of patients who presented with complaints of being overweight at the obesity clinic between April 2017 and May 2019 were examined. Patients and healthy individuals were included in the study consecutively until the sample sizes reached saturation. Patients with diabetes, cardiovascular disease, chronic inflammatory disease, and malignancy were excluded from the study. The patients' anthropometric measurements, smoking status, blood examination, and thyroid ultrasounds were evaluated. The difference in means between the groups was calculated using the Mann-Whitney U test.
The study included 179 participants, consisting of 93 patients and 86 healthy controls. The mean age was 46.6±14.1 years, with most females (91.6%). Although the NLR and PLR values in patients were higher than those in the control group, the difference did not reach statistical significance (p=0.427 and p=0.089, respectively). Furthermore, no significant difference was observed in NLR (p=0.191) and PLR (p=0.668) values between levothyroxine-treated and untreated patients. Correlation analysis revealed weak positive associations between C-reactive protein and thyroid peroxidase antibodies (p<0.05), neutrophils (p<0.01), platelets (p<0.01), and NLR (p<0.05).
The findings of this study suggest that NLR and PLR may not serve as effective indicators of systemic inflammation in patients with euthyroid HT, nor do they adequately assess the impact of levothyroxine usage on systemic inflammation.
Bu çalışmanın amacı, ötiroid Hashimoto tiroiditi (HT) hastalarında nötrofil-lenfosit oranı (NLO) ve trombosit-lenfosit oranı (PLO) değerlerinin sağlıklı kontrol grubuyla karşılaştırılmasıdır.
Bu tek merkezli, retrospektif, kesitsel çalışma 18 yaş ve üzeri obez hastalar ile gerçekleştirildi. Nisan 2017 ile Mayıs 2019 tarihleri arasında obezite kliniğine kilo fazlalığı şikayeti ile başvuran hastaların tıbbi kayıtları tarandı. Örneklem boyutları doygunluğa ulaşana kadar ötiroid HT ve kontrol grubundan kişiler ardışık olarak çalışmaya dahil edilmeye devam edildi. Diyabet, koroner arter hastalığı, kronik enflamatuvar hastalığı ve malignite öyküsü olan hastalar çalışmaya alınmadı. Hastaların yaş, cinsiyet, boy, kilo, sigara içme durumu, laboratuvar ve tiroid ultrasonografi sonuçları değerlendirildi. Değişkenlerin ortalamalarının gruplar arasındaki farklılığı, Mann-Whitney U testi kullanılarak hesaplandı.
Çalışmaya, 93 ötiroid HT ve 86 sağlıklı kontrol olmak üzere toplam 179 kişi dahil edildi. Ortalama yaş 46,6±14,1 yıl olarak bulundu ve kadınlar çoğunluktaydı (%91,6). HT olan hastalarda NLO ve PLO değeri kontrol grubuna göre daha yüksek olsa da iki grup arasındaki fark istatistiksel anlama ulaşmadı (sırası ile p=0,427, p=0,089). Ayrıca, levotiroksin tedavisi alan ve almayan hastalar arasında da NLO (p=0,191) ve PLO (p=0,668) değerlerinde anlamlı bir fark gözlenmedi. Korelasyon analizi, C-reaktif protein ile tiroid peroksidaz antikorlar (p<0,05), nötrofiller (p<0,01), trombositler (p<0,01) ve NLO (p<0,05) arasında zayıf pozitif ilişkileri ortaya çıkardı.
Çalışmanın bulguları, NLO ve PLO’nun ötiroid HT hastalarında sistemik enflamasyonun etkili göstergeleri olmadığını ve levotiroksin kullanımının sistemik enflamasyon üzerindeki etkisini yeterince değerlendiremediklerini düşündürmektedir."
21,37755241,2023-09-27,Histological Alterations in Hashimoto's Disease: A Case-Series Ultrastructural Study.,"Hashimoto’s thyroiditis"", ""angiogenesis"", ""blood vessels"", ""electron microscopy"", ""ultrastructure","Hashimoto's thyroiditis (HT) is an autoimmune disease exhibiting stromal fibrosis and follicular cell destruction due to lymphoplasmacytic infiltration. Besides deprecated analyses, histopathological approaches have not employed the use of electron microscopy adequately toward delineating subcellular-level interactions.
Biopsies for ultrastructural investigations were obtained from the thyroids of five patients with HT after a thyroidectomy. Transmission electron microscopy (TEM) was utilized to study representative tissue specimens.
Examination indicated interstitial extravasated blood cells and a plethora of plasma cells, based on their subcellular identity landmarks. These antibody-secreting cells were profoundly spotted near follicular cells, fibroblasts, and cell debris entrenched in collagenous areas. Pathological changes persistently affected subcellular components of the thyrocytes, including the nucleus, endoplasmic reticulum (ER), Golgi apparatus, mitochondria, lysosomes, and other intracellular vesicles. Interestingly, significant endothelial destruction was observed, specifically in the larger blood vessels, while the smaller vessels appeared comparatively unaffected.
Our TEM findings highlight the immune-related alterations occurring within the thyroid stroma. The impaired vasculature component and remodeling have not been described ultrastructurally before; thus, further exploration is needed with regards to angiogenesis in HT in order to achieve successful prognostic, diagnostic, and treatment-monitoring strategies."
22,37745658,2023-09-25,The use of intravenous immunoglobulin in the treatment of Hashimoto's encephalopathy: case based review.,"Hashimoto’s encephalopathy"", ""alpha-enolase"", ""anti-thyroglobulin"", ""anti-thyroid peroxidase"", ""autoimmune encephalopathy"", ""intravenous immunoglobulin","Hashimoto's encephalopathy (HE) is a controversial immunological neuropsychiatric disease, with a poorly understood pathogenesis. It is characterized by symptoms of acute or subacute encephalopathy which usually occur in the presence of elevated levels of antithyroid antibodies. Even though it is also known as steroid responsive encephalopathy associated with autoimmune thyroiditis (SREAT), some cases appear to be steroid-resistant. This review examined whether treatment of Hashimoto's encephalopathy with intravenous immunoglobulin (IVIG) is associated with better clinical outcomes than the standard therapy. Additionally, we presented a case of a 59-year-old man who presented with severe neurological manifestations and was successfully treated with intravenous immunoglobulin.
The online databases PubMed and EMBASE were searched.
A total of 1,365 articles were identified. After the deletion of 112 duplicates, 1,253 studies were screened by evaluating the title and abstract, focusing on Hashimoto's encephalopathy cases where IVIG were used. 846 studies were excluded because they were not relevant to the topic or included pediatric population. Therefore, 407 full-text articles were assessed for eligibility. The final analysis included 14 eligible articles after 393 were excluded (irrelevant texts, not written in English, full-text not available). In the majority of the selected case-reports, IVIG was associated with a good outcome, sometimes even with dramatic improvements in patient's status.
In last years, intravenous immunoglobulin therapy proved its utility in Hashimoto's encephalopathy's treatment, being a well tolerated therapy associated with remarkable improvement in patient's status. Further research is still needed in order to define the optimal treatment protocol for Hashimoto's encephalopathy and to establish if intravenous immunoglobulin can also be used as a first-line therapy, alone or in combination with steroids."
23,37737161,2023-09-22,Clinical presentations and treatment outcomes of Hashimoto encephalopathy at Siriraj Hospital - Thailand's largest national tertiary referral center.,"Clinical presentations"", ""Hashimoto encephalopathy"", ""Siriraj Hospital"", ""Thailand"", ""Treatment outcomes","Hashimoto encephalopathy has multiple clinical presentations, and other than the presence of thyroid antibody, laboratory and imaging investigations are all non-specific. Data specific to the clinical presentations and treatment outcomes of patients with Hashimoto encephalopathy in Thailand remain scarce.
To retrospectively investigate the clinical presentations and treatment outcomes of patients with Hashimoto encephalopathy at Siriraj Hospital.
Patients who presented with acute encephalopathy at our center during July 2012-March 2017 were evaluated for eligibility. The inclusion criteria were positive anti-thyroperoxidase (anti-TPO) or anti-thyroglobulin (anti-Tg) in serum with negative neuronal antibody in serum or cerebral spinal fluid (CSF). Clinical presentations, symptom duration, laboratory results of thyroid status and thyroid autoantibody, CSF study, and clinical outcomes were collected.
Of the 204 patients who presented with encephalopathy, 31 (15.2%) were positive for the anti-TPO or anti-Tg antibody. Of those, 13 patients met the diagnostic criteria for Hashimoto encephalopathy. Clinical presentations included cognitive impairment (76.9%), clouding of consciousness (46.2%), and behavior change (30.8%). The neuropsychiatric presentations were visual hallucination (30.8%), auditory hallucination (15.4%), delusion (7.7%), and mood disturbance (23.1%). Other clinical presentations included seizure (38.5%), abnormal movement (23.1%), sleep disturbance (38.5%), ataxia (46.2%), stroke-like episode (15.4%), and fever (15.4%). Most patients (76.9%) had onset within < 3 months. Regarding outcomes, 1 patient who did not receive corticosteroid died from status epilepticus and septic shock. Among the 12 patients who received corticosteroid, 9 (75%) had marked improvement, 1 (8.3%) had slight improvement, and 2 (16.6%) had no clinical improvement. Seven patients (53.9%) had normal thyroid function, 4 patients (30.8%) had subclinical hypothyroidism, and 2 patients (15.4%) had subclinical hyperthyroidism.
The results of this study revealed cognitive impairment, neuropsychiatric symptoms, seizure, ataxia, and sleep disturbance to be common manifestations of Hashimoto encephalopathy. This condition should always be considered in individuals with subacute onset of unexplained cognitive impairment or cerebellar ataxia. Laboratory and neuroimaging investigations were all found to be nonspecific in Hashimoto encephalopathy. Most patients responded well to treatment, so clinical suspicion and early diagnosis and treatment will lead to improved patient outcomes."
24,37718783,2023-09-18,A nomogram based on the risk factors of cervical lymph node metastasis in papillary thyroid carcinoma coexistent with Hashimoto's thyroiditis.,"Hashimoto’s thyroiditis"", ""lymph node metastasis"", ""nomogram"", ""papillary thyroid carcinoma"", ""ultrasound","The purpose of this study was to explore the risk factors of cervical lymph node metastasis(LNM) in papillary thyroid carcinoma(PTC) coexistent with Hashimoto's thyroiditis(HT).
The clinical data of patients who underwent thyroid operation between November 2016 and January 2020 in our hospital were analyzed retrospectively. The association between sonographic features and the risk factors of cervical LNM in PTC coexistent with HT was analyzed and a nomogram based on the risk factors was built.
Age, US features as calcification, blood flow type, distance between thyroid nodule and fibrous capsule were risk factors of cervical LNM(P <  0.05).Size, SWVmax and SWVmean of thyroid nodule, SWVratio between thyroid nodule and thyroid gland were higher in PTCs with LNM than those without LNM(P <  0.05). The ROC curve showed that the cutoff value of SWVratio for predicting LNM was 1.29 (Sensitivity = 0.806, Specificity = 0.775, AUC = 0.823, P <  0.001). Based on the risk factors above, a relevant nomogram prediction model was established. The model verification showed that the C-index of the modeling set was 0.814, indicating that the nomogram model had good predicted accuracy.
Based on the risk factors above, a relevant nomogram prediction model was established. The model verification showed that the C-index of the modeling set was 0.814, indicating that the nomogram model had good predicted accuracy. The nomogram based on the risk factors above had good prediction ability, which could optimize thyroidectomy and cervical lymph node dissection and improving prognosis."
